Link,Name,Status
https://genealogy.math.ndsu.nodak.edu/id.php?id=335,Jesse Purifoy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=336,Robert Jackson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=337,Nell Stevenson Kroeger,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=338,David Strebe,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=339,Vernon Behrns,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=340,Lillian Gough,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=341,Mabel Montgomery,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=342,Donald Flanders,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=343,William Ayres,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=344,Norbert Kuenzi,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=345,Kathryn Ernie,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=346,Allan Hoogheem,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=347,"Edwin Iversen, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=348,Jean Feidner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=349,Edward Belate,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=350,Robert Tidd,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=351,Richard Uschold,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=352,Don Leake,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=353,Edward Mealy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=354,Thomas Benton,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=355,Leo Zippin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=356,Norman Rutt,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=357,Joseph Kusner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=358,Adam Smith,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=359,William Claytor,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=360,Arthur Milgram,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=361,Robert Exner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=362,Adnah Kostenbauder,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=363,Erik Hemmingsen,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=364,Bruce Peterson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=365,William Reddy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=366,Paul Abramson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=367,Peter Antonelli,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=368,Paul Blackwell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=369,Lida Barrett,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=370,Carroll Wiginton,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=371,Betty Barr,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=372,John Engvall,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=373,Pitchaiah (Pete) Vadlamudi,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=374,Bruce Williamson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=375,David Yurchak,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=376,Thomas Gendreau,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=377,Mark Headington,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=378,Kenny Hunt,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=379,Kasi Periyasamy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=380,David Riley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=381,Mao Zheng,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=382,Abdulaziz Elfessi,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=383,Peter Rice,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=384,Richard Chandler,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=385,William Taylor,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=386,Charles Greathouse,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=387,Christopher Schaufele,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=388,Jack Morava,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=389,John Morgan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=390,Brooke Fridley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=391,Linda Host,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=392,David Anderson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=393,Thomas Grilliot,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=394,David Reineke,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=395,Richard Merwin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=396,Bruce Riley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=397,John Scheidt,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=398,Clarence Patty,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=399,Curtis Bell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=400,Choon Rhee,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=401,Shirley McBay,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=402,Bruce Reed,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=403,Yuhong Yang,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=404,James Senft,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=405,Kyung Kwun,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=406,Alfred Boals,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=407,Jeffrey Tollefson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=408,Richard Fremon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=409,Myung Myung,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=410,Joan Quinn,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=411,Lawrence Spence,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=412,Helen Skala,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=413,Joy Becker,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=414,Haiyan Tian,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=415,,Invalid
https://genealogy.math.ndsu.nodak.edu/id.php?id=416,Charles Harry,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=417,Beatrice Aitchison,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=418,"Charles Wheeler, III",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=419,George Schweigert,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=420,James Wardwell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=421,Dick Hall,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=422,Stuart Haywood,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=423,Jean Boyer,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=424,Joseph Siry,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=425,Robert Rector,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=426,"George Strohl, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=427,Alexander Wallace,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=428,Charles Saalfrank,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=429,"George Butcher, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=430,William Conner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=431,John Keesee,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=432,Carroll Blakemore,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=433,Russell Brasher,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=434,A. Gregory Starling,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=435,Wayman Strother,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=436,Jane Day,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=437,Haskell Cohen,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=438,Esmond Devun,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=439,William Gordon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=440,Robert Koch,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=441,Loretta Thielman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=442,John Bergman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=443,Mark Schuh,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=444,Robert Hunter,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=445,John Selden,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=446,Bernard Madison,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=447,James Stepp,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=448,Lael Kinch,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=449,Julio Bastida,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=450,David Stadtlander,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=451,Dennison Brown,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=452,"John Stallings, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=453,Jimmie Lawson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=454,"Jim Lea, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=455,Reuben Farley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=456,Betty Hinman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=457,August Lau,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=458,Michael Friedberg,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=459,Paul Karvellas,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=460,Charles Clark,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=461,Wen Lin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=462,James Carruth,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=463,Michael Mislove,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=464,James Darragh,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=465,W. Wiley Williams,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=466,"John McCharen, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=467,James L'heureux,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=468,"Lewis Ward, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=469,Raymond Smithson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=470,J(ohn) Kenneth Harris,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=471,Yu-Lee Lee,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=472,Richard Propes,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=473,Henderson Yeung,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=474,George Dimitroff,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=475,Virginia Knight,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=476,Edward Ferguson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=477,Edward Tymchatyn,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=478,Lee Mohler,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=479,Lloyd Tucker,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=480,Lee Anderson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=481,Albert Stralka,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=482,William Faucett,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=483,You-Feng Lin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=484,Joseph Borrego,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=485,"William Shelden, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=486,Shwu-Yeng Lin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=487,Tae Choe,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=488,Kermit Sigmon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=489,Andrzej Mostowski,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=490,Younki Chae,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=491,Andrawus (Andre') Khuri,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=492,Debra Lewis,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=493,John Kelley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=494,James Fell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=495,Peter Thielman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=496,Diane Christie,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=497,Isaac Namioka,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=498,Dennis Mikkelson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=499,Khurelbaatar Gonchigdanzan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=500,Elaine Hutchinson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=501,Paul White,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=502,Charles Clark,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=503,Verner Hoggatt Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=504,Edwin Floyd,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=505,"Marion Fort, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=506,Raymond Lytle,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=507,James Andrews,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=508,Leonard Rubin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=509,"Lawrence Husch, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=510,Ralph Tindell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=511,"Rupert Boswell, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=512,Jack Segal,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=513,Michael Clapp,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=514,Frank Farmer,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=515,Robert Kasriel,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=516,George Cain Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=517,Vladimir Markov,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=518,Richard Fuller,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=519,Osip Somov,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=520,Robert Plunkett,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=521,Joseph Morris,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=522,Robert Williams,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=523,Carl Simon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=524,Joel Gibbons,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=525,Wendell Malbon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=526,Ralph Jollensten,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=527,Paul McDougle,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=528,Edwin Duda,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=529,James Keesling,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=530,William Haynsworth,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=531,Jack Smith,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=532,George Williams,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=533,Richard Duke,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=534,Raymond Dickman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=535,Eugene Stone,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=536,Adalberto García-Máynez y Cervantes,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=537,Evelyn McMillan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=538,Paul Gilbert,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=539,Luke Zaccaro,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=540,Jesse Lewis,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=541,Frank Carrano Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=542,"Abram Martin, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=543,Paul Civin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=544,Frederick Young,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=545,John Boles,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=546,Arthur Livingston,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=547,Hubert Chrestenson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=548,Ralph Selfridge,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=549,Cynthia (Cindy) McCabe,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=550,Eileen Zito,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=551,Larry Hunter,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=552,Donald Peterson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=553,Richard Dillon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=554,Percy Cuttle,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=555,Yvonne Cuttle,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=556,Charles Chicks,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=557,James Stafney,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=558,Robert Lindahl,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=559,Frank Dangello,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=560,Gregory Bachelis,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=561,Christopher White,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=562,Raymond Honerlah,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=563,Michael Tomlinson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=564,Samuel Hahn,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=565,Ivey Gentry,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=566,"Milton Jarnagin, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=567,Lewis Fulton Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=568,"Henry Sharp, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=569,William Smythe,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=570,Arthur Gropen,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=571,Auguste Forge,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=572,Nosup Kwak,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=573,Mohammed Saadaldin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=574,Richard Hodel,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=575,Barry Lobb,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=576,Thomas Kramer,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=577,Lunsford King,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=578,George Rosenstein Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=579,Anthony Berard Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=580,Bruce Wenner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=581,Jerry Vaughan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=582,Frank Slaughter Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=583,James Wilkinson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=584,James Smith Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=585,Leonard Soniat,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=586,Glenn Bookhout,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=587,Joseph Nichols,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=588,Louis McAuley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=589,Byron McAllister,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=590,Gerald Ungar,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=591,David Wilson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=592,Francis Christoph,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=593,David Addis,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=594,William Haver,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=595,Myra Reed,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=596,John Baildon,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=597,Edythe Woodruff,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=598,Marion Smith,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=599,Edward Grace,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=600,Charles Hagopian,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=601,Gordon Berg,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=602,Robert Fitzgerald,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=603,Harold Schlais,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=604,Robert Heath,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=605,Prabir Roy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=606,George Tyler,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=607,Lynn Gref,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=608,Clifford Arnquist,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=609,Eldon Vought,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=610,James Rogers Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=611,Edward Shirley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=612,Leland Rogers,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=613,"George Gordh, Jr.",Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=614,James Whittaker,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=615,Li Su,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=616,Peiyuan Yan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=617,Jong Lee,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=618,Eng Choo,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=619,Manuel Berriozabal,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=620,Charles Scarborough,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=621,George Strecker,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=622,Robert Stephenson Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=623,Paul Schnare,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=624,Stanley Franklin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=625,Arvind Mishra,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=626,Peter Nyikos,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=627,Ralph Sabello,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=628,William Alford,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=629,Jennie Mullin,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=630,Mohammed Haque,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=631,Morris Marx,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=632,Carroll Wells,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=633,Mary Kilgore,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=634,Harry Mathews,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=635,George Fishman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=636,Richard Cowan,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=637,Stanley Chadick,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=638,Walter Schneider,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=639,William Boyce,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=640,Raymond Cannon Jr.,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=641,Herman Cohen,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=642,Garth Thomas,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=643,Nadia Hardy,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=644,Ayub Hossain,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=645,Donald Schmidt,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=646,Arnold Steffenson,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=647,Raymond Kieft,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=648,Kenneth Smith,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=649,William McKinley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=650,Donald Bushnell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=651,Frederic Werremeyer,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=652,Richard (Rick) Mitchell,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=653,S. Crossley,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=654,Dale Rohm,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=655,Mark Treuden,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=656,Michael Treuden,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=657,Mary Whalen,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=658,Roger Bullis,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=659,Robert Dollinger,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=660,Richard Goblirsch,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=661,Guydo Lehner,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=662,Ralph Bean,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=663,John Bailey,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=664,William Boyd,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=665,Daniel Hyman,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=666,James Reed,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=667,Morton Brown,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=668,James Kister,Valid
https://genealogy.math.ndsu.nodak.edu/id.php?id=669,Gerald (Gerry) Gau,Valid
